id,type,time_purchased,time_completed,is_refunded
882168,contest,1/7/19 18:11,2/4/19 19:13,0
882262,contest,1/7/19 21:54,2/3/19 5:02,0
882419,contest,1/8/19 11:53,1/28/19 5:20,0
882432,contest,1/8/19 13:14,4/13/19 2:55,0
882499,contest,1/8/19 17:23,1/25/19 20:24,0
882522,contest,1/8/19 18:26,1/14/19 8:07,0
882566,contest,1/8/19 20:11,1/18/19 12:53,0
882585,contest,1/8/19 20:52,1/22/19 13:43,0
882586,contest,1/8/19 20:53,2/3/19 1:33,0
882592,contest,1/8/19 21:12,1/18/19 15:06,0
882680,contest,1/9/19 3:20,1/21/19 1:10,0
882725,contest,1/9/19 9:00,2/4/19 20:52,0
882742,contest,1/9/19 10:48,4/24/19 15:14,1
882765,contest,1/9/19 13:34,1/16/19 12:55,0
882773,contest,1/9/19 14:46,1/18/19 18:11,1
882849,contest,1/9/19 18:57,1/24/19 13:40,0
882886,contest,1/9/19 20:16,1/19/19 21:59,0
882969,contest,1/10/19 0:15,1/18/19 6:02,0
883017,contest,1/10/19 4:03,1/28/19 17:12,0
883086,contest,1/10/19 12:19,2/19/19 9:01,0
883114,contest,1/10/19 15:02,2/5/19 8:49,0
883145,contest,1/10/19 16:25,2/19/19 9:19,0
883185,contest,1/10/19 18:13,1/30/19 4:30,0
883300,contest,1/11/19 0:25,2/5/19 18:13,0
880623,contest,1/1/19 0:25,1/8/19 16:51,0
880638,contest,1/1/19 3:53,1/2/19 17:08,1
880669,contest,1/1/19 14:41,1/16/19 16:45,0
880700,contest,1/1/19 20:19,1/10/19 22:01,0
880704,contest,1/1/19 20:55,1/6/19 7:38,0
880722,contest,1/1/19 21:42,1/9/19 18:34,0
880794,contest,1/2/19 8:55,2/1/19 21:02,0
880839,contest,1/2/19 14:46,1/17/19 16:26,0
880845,contest,1/2/19 15:01,1/21/19 7:18,0
880857,contest,1/2/19 15:29,1/8/19 9:57,0
880881,contest,1/2/19 16:24,1/8/19 14:16,0
880916,contest,1/2/19 18:08,1/16/19 14:42,1
880946,contest,1/2/19 19:31,2/11/19 20:34,0
881066,contest,1/3/19 1:52,1/7/19 23:33,1
881069,contest,1/3/19 2:04,1/11/19 7:57,0
881120,contest,1/3/19 7:38,1/4/19 12:11,0
881141,contest,1/3/19 12:31,2/3/19 3:39,0
881144,contest,1/3/19 12:34,1/17/19 16:38,0
881159,contest,1/3/19 14:36,1/13/19 4:59,0
881173,contest,1/3/19 15:15,2/13/19 10:58,0
881218,contest,1/3/19 17:29,1/18/19 7:10,0
881245,contest,1/3/19 18:56,1/25/19 14:16,0
881286,contest,1/3/19 20:54,1/9/19 3:00,0
881308,contest,1/3/19 21:53,1/3/19 22:19,1
881368,contest,1/4/19 2:59,1/17/19 20:37,0
881372,contest,1/4/19 3:43,1/23/19 2:38,0
881399,contest,1/4/19 7:49,1/11/19 3:14,0
881447,contest,1/4/19 14:16,1/16/19 13:41,0
881512,contest,1/4/19 18:17,1/15/19 20:50,0
881550,contest,1/4/19 20:01,1/18/19 10:32,0
881559,contest,1/4/19 20:26,1/30/19 6:08,0
881629,contest,1/5/19 1:02,2/13/19 22:34,0
881656,contest,1/5/19 5:22,1/17/19 14:24,1
881660,contest,1/5/19 6:55,1/11/19 18:29,0
881740,contest,1/5/19 18:38,1/13/19 15:41,0
881758,contest,1/5/19 20:13,1/15/19 3:24,0
881835,contest,1/6/19 4:48,1/27/19 19:57,0
881868,contest,1/6/19 13:50,1/22/19 21:09,0
881871,contest,1/6/19 14:02,1/24/19 15:12,0
881885,contest,1/6/19 15:37,3/5/19 14:57,0
881966,contest,1/6/19 23:57,1/23/19 17:20,0
882021,contest,1/7/19 4:50,1/10/19 20:08,0
882032,contest,1/7/19 6:03,2/4/19 13:42,0
882063,contest,1/7/19 11:29,1/19/19 10:57,0
882137,contest,1/7/19 16:42,1/20/19 19:46,0
882183,contest,1/7/19 19:05,1/19/19 11:57,0
882264,contest,1/7/19 21:57,1/23/19 2:30,0
882289,contest,1/7/19 23:06,3/6/19 7:03,0
882322,contest,1/8/19 1:40,1/20/19 17:46,1
882346,contest,1/8/19 3:31,2/11/19 3:35,0
882385,contest,1/8/19 9:07,1/24/19 14:34,0
882439,contest,1/8/19 14:08,1/28/19 1:48,0
882457,contest,1/8/19 15:14,1/17/19 20:30,0
882489,contest,1/8/19 17:02,1/25/19 0:05,0
882492,contest,1/8/19 17:09,1/11/19 10:06,1
882500,contest,1/8/19 17:25,1/14/19 22:12,1
882580,contest,1/8/19 20:42,1/12/19 7:27,0
882584,contest,1/8/19 20:51,1/28/19 19:18,0
882593,contest,1/8/19 21:14,1/11/19 14:01,0
882614,contest,1/8/19 22:23,2/6/19 18:43,0
882707,contest,1/9/19 5:48,1/15/19 23:57,1
882954,contest,1/9/19 23:05,4/15/19 23:14,0
883004,contest,1/10/19 2:44,1/18/19 4:57,0
883311,contest,1/11/19 1:19,1/14/19 22:19,1
883323,contest,1/11/19 2:32,1/15/19 23:55,1
883325,contest,1/11/19 2:42,2/8/19 16:42,0
883403,contest,1/11/19 12:38,1/19/19 7:06,0
883434,contest,1/11/19 15:44,1/17/19 23:30,0
883450,contest,1/11/19 16:56,2/8/19 9:39,0
883471,contest,1/11/19 18:20,1/29/19 11:31,0
883474,contest,1/11/19 18:37,1/29/19 18:01,0
883549,contest,1/11/19 21:37,2/4/19 16:38,0
883672,contest,1/12/19 17:17,1/24/19 16:58,0
883704,contest,1/12/19 20:37,2/21/19 6:46,0
883738,contest,1/13/19 0:36,1/23/19 13:29,0
883770,contest,1/13/19 4:58,1/23/19 21:03,0
883790,contest,1/13/19 8:31,1/20/19 20:14,0
883795,contest,1/13/19 9:24,1/24/19 11:44,0
883828,contest,1/13/19 15:57,1/17/19 19:55,0
883875,contest,1/13/19 20:49,2/2/19 17:38,0
883893,contest,1/13/19 22:43,1/18/19 12:14,1
883894,contest,1/13/19 22:45,2/13/19 8:32,0
883899,contest,1/13/19 23:23,1/13/19 23:34,1
883906,contest,1/14/19 0:09,1/22/19 5:43,0
883911,contest,1/14/19 0:38,2/3/19 0:26,0
883967,contest,1/14/19 7:04,1/28/19 5:36,0
883969,contest,1/14/19 7:12,2/18/19 1:18,0
884088,contest,1/14/19 17:06,1/19/19 14:05,0
884104,contest,1/14/19 17:46,1/29/19 3:21,0
884134,contest,1/14/19 18:53,2/4/19 13:59,0
884137,contest,1/14/19 18:56,1/24/19 17:30,0
884161,contest,1/14/19 20:02,1/23/19 12:00,1
884285,contest,1/15/19 2:03,2/1/19 21:09,0
884326,contest,1/15/19 5:50,2/4/19 7:58,0
884388,contest,1/15/19 13:18,1/26/19 4:14,0
884408,contest,1/15/19 14:34,2/9/19 6:25,0
884492,contest,1/15/19 18:26,2/25/19 9:18,0
884507,contest,1/15/19 19:06,2/26/19 15:22,0
884528,contest,1/15/19 19:56,1/22/19 15:48,0
884532,contest,1/15/19 20:10,1/24/19 5:07,0
884545,contest,1/15/19 20:46,1/22/19 1:30,0
884568,contest,1/15/19 21:37,1/21/19 16:29,1
884571,contest,1/15/19 21:42,2/2/19 18:31,0
884636,contest,1/16/19 1:00,1/29/19 20:31,0
884654,contest,1/16/19 2:43,1/21/19 16:21,1
884668,contest,1/16/19 4:36,1/21/19 13:31,0
884674,contest,1/16/19 5:23,1/29/19 16:22,0
884734,contest,1/16/19 12:36,1/21/19 17:32,0
884774,contest,1/16/19 15:28,1/21/19 16:05,0
884781,contest,1/16/19 15:48,1/29/19 17:02,0
884905,contest,1/16/19 20:55,2/11/19 9:45,0
884949,contest,1/16/19 22:27,1/19/19 2:51,0
885048,contest,1/17/19 9:59,1/28/19 12:00,1
885063,contest,1/17/19 11:54,1/21/19 12:52,1
885142,contest,1/17/19 17:42,1/23/19 19:16,0
885176,contest,1/17/19 19:09,1/25/19 15:49,0
885258,contest,1/17/19 23:24,1/30/19 12:14,0
885265,contest,1/17/19 23:51,1/24/19 1:14,0
885271,contest,1/18/19 0:05,1/29/19 7:26,0
885368,contest,1/18/19 11:05,1/22/19 19:48,0
885373,contest,1/18/19 12:14,1/28/19 13:12,0
885401,contest,1/18/19 15:14,1/27/19 17:47,0
885428,contest,1/18/19 16:45,2/11/19 13:17,0
885446,contest,1/18/19 17:21,1/29/19 18:11,0
885504,contest,1/18/19 20:28,2/4/19 20:52,0
885540,contest,1/18/19 22:12,1/27/19 13:51,0
885619,contest,1/19/19 5:50,2/16/19 21:55,0
885731,contest,1/19/19 21:31,1/30/19 16:49,0
883021,contest,1/10/19 4:09,1/13/19 18:54,0
883025,contest,1/10/19 4:38,1/24/19 21:05,1
883043,contest,1/10/19 7:11,1/16/19 17:41,0
883059,contest,1/10/19 9:31,1/22/19 8:31,1
883061,contest,1/10/19 9:35,1/28/19 6:46,0
883079,contest,1/10/19 11:16,1/25/19 11:02,0
883091,contest,1/10/19 12:44,1/21/19 11:55,0
883124,contest,1/10/19 15:38,1/23/19 7:46,0
883209,contest,1/10/19 19:27,1/23/19 12:54,0
883210,contest,1/10/19 19:29,1/16/19 18:09,1
883260,contest,1/10/19 21:48,1/18/19 4:08,0
883273,contest,1/10/19 22:30,1/20/19 1:10,0
883301,contest,1/11/19 0:26,1/21/19 13:03,0
883342,contest,1/11/19 3:45,1/22/19 23:41,1
883362,contest,1/11/19 6:51,1/19/19 9:45,0
883417,contest,1/11/19 14:28,1/16/19 7:48,0
883440,contest,1/11/19 16:04,1/26/19 22:33,0
883441,contest,1/11/19 16:07,1/18/19 20:20,1
883500,contest,1/11/19 19:41,1/29/19 23:06,0
883554,contest,1/11/19 22:00,1/26/19 22:23,0
883629,contest,1/12/19 6:54,1/20/19 19:36,0
883732,contest,1/12/19 23:56,1/21/19 23:39,0
883743,contest,1/13/19 1:01,1/24/19 2:13,0
883751,contest,1/13/19 2:12,2/6/19 22:46,0
883796,contest,1/13/19 9:53,1/29/19 8:44,0
883822,contest,1/13/19 15:21,1/24/19 19:20,0
883839,contest,1/13/19 17:04,1/16/19 18:09,1
883844,contest,1/13/19 17:42,1/19/19 13:53,0
883849,contest,1/13/19 18:12,1/30/19 21:19,0
883861,contest,1/13/19 18:50,1/26/19 0:06,0
883902,contest,1/13/19 23:42,2/16/19 7:10,0
883933,contest,1/14/19 2:28,1/14/19 22:48,0
883974,contest,1/14/19 7:54,2/4/19 11:20,0
884035,contest,1/14/19 14:45,1/17/19 9:27,0
884037,contest,1/14/19 14:48,1/28/19 16:51,1
884041,contest,1/14/19 14:55,1/25/19 15:47,0
884053,contest,1/14/19 15:36,1/22/19 12:58,0
884136,contest,1/14/19 18:56,1/29/19 19:55,0
884171,contest,1/14/19 20:13,1/28/19 13:50,0
884261,contest,1/15/19 0:18,2/4/19 21:05,0
884417,contest,1/15/19 15:00,1/30/19 13:43,0
884418,contest,1/15/19 15:04,1/22/19 8:38,1
884449,contest,1/15/19 16:44,1/21/19 18:21,0
884465,contest,1/15/19 17:26,1/21/19 14:44,0
884501,contest,1/15/19 18:49,1/22/19 15:38,0
884502,contest,1/15/19 18:53,1/23/19 17:36,0
884534,contest,1/15/19 20:22,2/3/19 17:30,0
884567,contest,1/15/19 21:36,1/22/19 18:38,1
884592,contest,1/15/19 22:39,1/27/19 22:16,0
884604,contest,1/15/19 23:09,1/23/19 16:45,0
884637,contest,1/16/19 1:07,2/12/19 16:03,0
884681,contest,1/16/19 6:32,1/22/19 23:31,0
884707,contest,1/16/19 9:59,2/11/19 2:08,0
884786,contest,1/16/19 16:04,1/29/19 22:00,0
884799,contest,1/16/19 16:32,2/6/19 14:29,0
884805,contest,1/16/19 16:46,1/28/19 1:42,0
884860,contest,1/16/19 19:04,2/16/19 17:21,0
884889,contest,1/16/19 20:17,1/31/19 17:56,0
884891,contest,1/16/19 20:21,1/27/19 16:27,0
884894,contest,1/16/19 20:30,2/3/19 16:35,0
884921,contest,1/16/19 21:36,2/21/19 20:34,0
885038,contest,1/17/19 8:07,3/10/19 9:56,0
885109,contest,1/17/19 15:43,1/28/19 20:51,0
885199,contest,1/17/19 19:59,1/25/19 14:07,0
885223,contest,1/17/19 20:54,2/4/19 10:14,0
885236,contest,1/17/19 21:58,2/12/19 17:24,0
885246,contest,1/17/19 22:28,1/29/19 4:55,0
885251,contest,1/17/19 22:46,2/2/19 21:15,0
885295,contest,1/18/19 1:44,2/15/19 22:38,0
885304,contest,1/18/19 2:17,1/18/19 11:03,1
885329,contest,1/18/19 4:54,2/2/19 22:38,0
885358,contest,1/18/19 10:12,2/10/19 10:26,0
885378,contest,1/18/19 12:40,1/24/19 12:38,1
885477,contest,1/18/19 18:54,2/9/19 1:04,0
880676,contest,1/1/19 16:19,1/2/19 20:47,0
880687,contest,1/1/19 18:22,1/15/19 20:01,0
880688,contest,1/1/19 18:32,1/8/19 9:28,0
880712,contest,1/1/19 21:08,1/27/19 20:12,0
880763,contest,1/2/19 3:36,1/23/19 15:15,0
880875,contest,1/2/19 16:11,1/13/19 22:02,0
880885,contest,1/2/19 16:29,1/19/19 18:32,0
880891,contest,1/2/19 16:47,1/8/19 13:11,0
880918,contest,1/2/19 18:18,1/7/19 3:20,0
880958,contest,1/2/19 19:50,2/28/19 9:53,0
881020,contest,1/2/19 22:48,1/21/19 5:32,0
881096,contest,1/3/19 4:39,,0
881181,contest,1/3/19 15:42,1/27/19 14:02,0
881244,contest,1/3/19 18:55,4/23/19 23:14,1
881259,contest,1/3/19 19:31,1/20/19 22:45,0
881362,contest,1/4/19 2:23,1/19/19 14:52,0
881387,contest,1/4/19 4:51,1/13/19 19:07,0
881510,contest,1/4/19 18:12,1/21/19 14:54,0
881518,contest,1/4/19 18:51,1/11/19 9:04,0
881525,contest,1/4/19 19:06,2/22/19 18:29,0
881563,contest,1/4/19 20:28,1/15/19 21:51,0
881570,contest,1/4/19 21:11,1/29/19 18:38,0
881585,contest,1/4/19 22:01,2/4/19 20:38,0
881653,contest,1/5/19 5:05,1/10/19 3:44,0
881685,contest,1/5/19 13:19,1/5/19 14:32,0
881739,contest,1/5/19 18:33,1/17/19 20:21,0
881799,contest,1/6/19 0:15,1/12/19 20:11,0
881827,contest,1/6/19 3:40,1/9/19 19:13,1
881834,contest,1/6/19 4:45,1/28/19 12:18,0
881842,contest,1/6/19 6:27,4/23/19 0:03,0
881882,contest,1/6/19 15:17,1/28/19 12:37,0
881923,contest,1/6/19 19:45,1/22/19 1:10,0
882031,contest,1/7/19 6:01,1/15/19 6:10,0
882073,contest,1/7/19 12:36,1/17/19 12:01,0
882104,contest,1/7/19 14:43,1/17/19 13:16,0
882372,contest,1/8/19 6:32,1/28/19 19:46,0
882383,contest,1/8/19 9:01,2/5/19 16:20,0
882438,contest,1/8/19 14:08,1/18/19 10:17,0
882441,contest,1/8/19 14:20,1/23/19 14:39,0
882445,contest,1/8/19 14:38,1/16/19 13:06,0
882454,contest,1/8/19 15:11,4/24/19 16:44,0
882470,contest,1/8/19 15:59,2/12/19 19:15,0
882520,contest,1/8/19 18:15,1/14/19 6:05,0
882529,contest,1/8/19 18:43,1/17/19 16:12,0
882533,contest,1/8/19 18:48,2/7/19 23:48,1
882558,contest,1/8/19 19:48,1/25/19 23:45,0
882647,contest,1/8/19 23:45,2/3/19 1:22,0
882659,contest,1/9/19 0:58,1/17/19 13:29,0
882670,contest,1/9/19 2:19,1/9/19 3:54,1
882737,contest,1/9/19 9:55,1/25/19 16:48,0
882744,contest,1/9/19 10:53,5/1/19 6:05,0
882748,contest,1/9/19 11:28,1/20/19 10:46,0
882858,contest,1/9/19 19:22,1/9/19 20:18,1
882927,contest,1/9/19 21:45,1/31/19 3:33,0
883033,contest,1/10/19 5:26,4/29/19 23:40,0
883049,contest,1/10/19 8:41,1/12/19 19:43,0
883070,contest,1/10/19 10:21,2/15/19 7:56,0
883072,contest,1/10/19 10:24,4/1/19 17:39,0
883168,contest,1/10/19 17:34,2/3/19 14:06,0
883234,contest,1/10/19 20:54,1/30/19 15:56,0
883303,contest,1/11/19 0:38,1/21/19 19:26,0
883310,contest,1/11/19 1:13,2/8/19 9:22,0
883479,contest,1/11/19 18:47,1/20/19 1:48,0
883487,contest,1/11/19 19:06,1/19/19 16:03,0
883530,contest,1/11/19 20:54,1/16/19 21:37,0
883583,contest,1/11/19 23:51,1/24/19 17:41,0
883599,contest,1/12/19 1:27,2/11/19 16:05,0
883623,contest,1/12/19 4:48,1/21/19 3:23,0
883625,contest,1/12/19 6:14,2/11/19 23:21,0
883667,contest,1/12/19 16:20,1/30/19 18:45,0
883818,contest,1/13/19 14:55,2/7/19 16:09,1
883885,contest,1/13/19 21:59,1/30/19 17:34,0
883898,contest,1/13/19 23:10,1/19/19 16:24,0
883985,contest,1/14/19 9:10,2/1/19 11:06,0
883993,contest,1/14/19 10:20,1/21/19 16:14,1
884002,contest,1/14/19 11:40,1/30/19 18:57,0
884011,contest,1/14/19 12:15,1/21/19 8:47,0
884087,contest,1/14/19 17:05,1/14/19 21:37,0
884159,contest,1/14/19 19:56,2/6/19 6:00,0
884172,contest,1/14/19 20:14,1/28/19 21:52,0
884224,contest,1/14/19 22:05,2/14/19 15:59,0
884416,contest,1/15/19 14:59,4/8/19 20:48,1
884504,contest,1/15/19 18:58,1/22/19 16:07,0
884508,contest,1/15/19 19:08,2/3/19 14:54,0
884521,contest,1/15/19 19:38,2/1/19 8:12,0
884588,contest,1/15/19 22:20,1/28/19 2:15,0
884612,contest,1/15/19 23:49,2/5/19 3:44,1
884621,contest,1/16/19 0:26,1/31/19 14:34,0
884692,contest,1/16/19 8:44,2/10/19 1:17,0
884730,contest,1/16/19 12:23,1/24/19 8:50,0
884747,contest,1/16/19 13:54,1/23/19 18:04,0
884811,contest,1/16/19 17:04,2/3/19 13:16,0
884836,contest,1/16/19 18:02,2/13/19 16:21,0
884865,contest,1/16/19 19:19,2/11/19 14:45,1
884868,contest,1/16/19 19:31,1/28/19 17:04,0
884964,contest,1/16/19 23:11,1/24/19 15:16,0
884988,contest,1/17/19 0:58,1/23/19 1:43,0
885114,contest,1/17/19 16:10,2/11/19 16:27,0
885121,contest,1/17/19 16:31,1/23/19 8:50,1
885188,contest,1/17/19 19:35,2/13/19 5:28,0
885227,contest,1/17/19 21:18,1/28/19 18:21,0
885409,contest,1/18/19 15:30,3/8/19 16:50,0
885453,contest,1/18/19 17:48,2/25/19 17:36,1
885499,contest,1/18/19 20:16,1/29/19 20:16,0
885502,contest,1/18/19 20:25,2/8/19 0:03,0
885582,contest,1/19/19 2:14,2/20/19 13:21,0
885607,contest,1/19/19 4:02,1/28/19 0:31,0
885616,contest,1/19/19 5:07,1/29/19 17:52,0
885637,contest,1/19/19 10:24,2/2/19 15:18,0
885686,contest,1/19/19 18:00,1/28/19 1:46,0
885724,contest,1/19/19 21:02,2/7/19 19:45,0
885737,contest,1/19/19 22:06,1/28/19 19:51,0
885827,contest,1/20/19 15:13,2/6/19 15:51,0
885833,contest,1/20/19 16:14,1/25/19 16:03,0
885877,contest,1/20/19 21:52,1/30/19 20:17,0
885901,contest,1/21/19 0:08,2/9/19 19:38,0
885924,contest,1/21/19 2:28,1/29/19 21:42,0
885978,contest,1/21/19 9:47,2/2/19 7:13,0
886015,contest,1/21/19 13:48,2/8/19 9:13,0
886040,contest,1/21/19 15:42,2/1/19 22:44,0
886118,contest,1/21/19 19:39,2/8/19 17:50,0
886173,contest,1/21/19 22:40,1/30/19 4:33,0
886177,contest,1/21/19 23:06,2/5/19 21:26,0
885759,contest,1/19/19 23:50,1/26/19 21:04,0
885786,contest,1/20/19 4:35,2/5/19 10:41,0
885805,contest,1/20/19 9:40,2/9/19 9:15,0
885813,contest,1/20/19 12:04,1/28/19 10:13,1
885830,contest,1/20/19 15:40,2/2/19 14:46,0
885834,contest,1/20/19 16:16,2/28/19 15:14,0
885852,contest,1/20/19 18:44,2/1/19 1:24,0
885853,contest,1/20/19 18:52,2/1/19 17:09,0
885861,contest,1/20/19 20:23,1/28/19 23:37,1
885869,contest,1/20/19 21:37,1/31/19 23:59,0
885985,contest,1/21/19 10:27,4/13/19 10:57,0
885999,contest,1/21/19 12:23,1/31/19 16:55,0
886020,contest,1/21/19 14:27,1/25/19 11:51,1
886060,contest,1/21/19 17:02,1/25/19 20:39,0
886061,contest,1/21/19 17:05,2/7/19 12:06,0
886113,contest,1/21/19 19:30,4/25/19 19:42,0
886123,contest,1/21/19 19:58,2/24/19 12:20,0
886400,contest,1/22/19 19:06,2/14/19 18:48,0
886414,contest,1/22/19 19:37,2/12/19 14:13,0
886439,contest,1/22/19 20:42,2/6/19 18:35,0
886467,contest,1/22/19 22:10,2/15/19 10:10,0
886665,contest,1/23/19 16:38,1/30/19 17:08,0
886786,contest,1/23/19 21:57,1/28/19 21:19,0
886828,contest,1/24/19 0:27,2/11/19 16:41,1
886846,contest,1/24/19 2:03,2/19/19 23:55,1
886851,contest,1/24/19 2:45,1/27/19 17:32,0
886861,contest,1/24/19 3:56,4/30/19 4:25,0
886873,contest,1/24/19 5:41,3/11/19 3:38,0
886912,contest,1/24/19 10:55,4/28/19 9:10,0
886922,contest,1/24/19 12:10,2/4/19 12:46,0
886933,contest,1/24/19 13:06,2/19/19 13:15,0
887013,contest,1/24/19 18:11,2/4/19 18:36,0
887063,contest,1/24/19 20:13,2/10/19 9:22,0
887101,contest,1/24/19 22:23,2/14/19 18:04,1
887114,contest,1/24/19 22:52,1/25/19 16:38,0
887201,contest,1/25/19 6:09,3/1/19 4:52,0
887226,contest,1/25/19 10:14,2/1/19 17:52,0
887278,contest,1/25/19 15:58,2/10/19 4:14,0
887283,contest,1/25/19 16:21,1/31/19 14:24,0
887285,contest,1/25/19 16:30,3/18/19 10:06,0
887424,contest,1/26/19 0:17,2/11/19 20:00,0
887439,contest,1/26/19 2:14,2/9/19 15:24,0
887512,contest,1/26/19 16:58,2/8/19 19:15,0
887515,contest,1/26/19 17:28,2/13/19 19:05,0
887555,contest,1/26/19 20:43,2/7/19 8:53,0
887567,contest,1/26/19 21:36,2/17/19 3:00,0
887643,contest,1/27/19 12:03,2/24/19 4:15,0
887808,contest,1/28/19 8:21,2/24/19 6:12,0
887825,contest,1/28/19 10:51,2/15/19 3:20,0
887829,contest,1/28/19 11:30,2/1/19 10:00,0
887886,contest,1/28/19 16:02,2/5/19 20:18,0
887887,contest,1/28/19 16:05,2/9/19 17:18,0
887891,contest,1/28/19 16:15,2/4/19 15:39,0
887899,contest,1/28/19 16:38,2/2/19 14:32,0
887931,contest,1/28/19 17:47,1/31/19 22:03,0
887935,contest,1/28/19 17:54,2/16/19 9:59,0
887982,contest,1/28/19 19:51,2/22/19 12:14,0
888000,contest,1/28/19 20:37,2/1/19 22:51,1
888014,contest,1/28/19 21:12,2/19/19 20:22,0
888015,contest,1/28/19 21:15,2/27/19 15:58,0
888053,contest,1/28/19 23:08,2/8/19 12:00,0
888055,contest,1/28/19 23:12,3/5/19 20:55,1
885480,contest,1/18/19 19:07,1/24/19 18:01,0
885598,contest,1/19/19 3:25,2/21/19 13:12,0
